CA-6392,YEG,YWG,Friday,11:45,78,194.00
VA-4512,DEL,DXB,Wednesday,4:15,169,354.00
OA-4943,PVG,FRA,Monday,21:30,174,2756.00
TB-2498,ORD,DEL,Friday,2:15,255,1197.00
CA-5382,DEL,YYZ,Sunday,21:30,174,786.00
CA-3371,ATL,FRA,Tuesday,12:00,169,1444.00
TB-7990,YWG,ORD,Thursday,1:30,292,474.00
CA-9524,HKG,HND,Sunday,21:30,169,524.00
OA-9961,DFW,HKG,Tuesday,22:45,174,966.00
OA-5243,CDG,AMS,Wednesday,11:45,174,303.00
OA-4665,YYC,HND,Tuesday,4:45,292,1301.00
VA-8801,ORD,YVR,Wednesday,11:30,169,400.00
OA-2015,PEK,CDG,Saturday,16:00,169,1323.00
CA-9832,YWG,ATL,Friday,10:45,255,857.00
TB-9070,YEG,YUL,Saturday,10:30,120,557.00
CA-5809,YWG,AMS,Monday,18:30,292,1123.00
6A-877O,YYC,YYZ,Friday,17:00,120,226.00
CA-9971,YYZ,LHR,Friday,6:15,292,709.00
OA-8317,YUL,YYC,Sunday,20:30,78,435.00
3B-5766,YYC,YUL,Sunday,1:15,78,371.00
CA-5682,ATL,YEG,Friday,3:30,255,429.00
CA-8079,DEL,CDG,Tuesday,8:30,255,421.00
CA-7447,YUL,CDG,Tuesday,16:30,169,788.00
CA-8675,HKG,LHR,Tuesday,12:45,255,646.00
CA-8799,ORD,CDG,Thursday,7:30,174,1055.00
CA-3864,HKG,CDG,Sunday,6:30,169,593.00
CA-2282,YVR,YUL,Sunday,20:00,78,402.00
OA-3357,DXB,YUL,Friday,23:30,255,716.00
VA-6353,CDG,FRA,Wednesday,18:15,292,195.00
CA-3814,YEG,ORD,Thursday,21:30,292,404.00
CA-6892,PEK,HKG,Tuesday,19:30,174,400.00
VA-8269,DFW,PVG,Monday,3:15,255,1336.00
VA-2922,ORD,YYZ,Monday,7:00,292,111.00
CA-9592,DFW,YUL,Saturday,7:00,169,364.00
CA-2117,AMS,PEK,Tuesday,5:30,169,743.00
TB-5438,YOW,LHR,Friday,12:00,292,958.00
TB-2744,AMS,DFW,Friday,2:00,255,773.00
CA-3195,ORD,AMS,Saturday,22:30,255,1189.00
VA-1700,YYZ,PVG,Thursday,9:30,292,964.00
OA-6268,YVR,DXB,Monday,6:00,292,1334.00
TB-8039,YOW,ATL,Tuesday,20:30,169,593.00
OA-8360,YOW,ORD,Tuesday,15:15,292,539.00
CA-8020,YVR,PVG,Monday,11:30,292,645.00
CA-9484,DEL,YYZ,Saturday,21:30,174,786.00
VA-3965,YEG,YWG,Saturday,11:45,78,194.00
VA-1219,YYZ,YWG,Friday,22:15,76,313.00
VA-2149,YEG,HND,Friday,4:00,169,1245.00
OA-5116,FRA,AMS,Friday,1:45,255,159.00
OA-6893,YVR,YYZ,Friday,19:15,78,351.00
TB-4287,FRA,HKG,Wednesday,9:00,292,601.00
VA-1600,CDG,FRA,Saturday,18:15,292,195.00
OA-3765,DEL,YVR,Thursday,7:30,174,868.00
CA-6239,DFW,FRA,Thursday,6:15,255,1188.00
OA-5476,YEG,DEL,Saturday,23:30,292,1215.00
OA-1121,DXB,YYC,Monday,13:30,255,1134.00
OA-3542,ATL,DXB,Saturday,18:30,169,1101.00
VA-2081,YUL,YEG,Thursday,2:30,120,518.00
VA-3292,AMS,LHR,Monday,6:15,292,169.00
OA-8103,YVR,DEL,Wednesday,1:45,255,1159.00
VA-6137,DEL,DFW,Sunday,11:45,174,971.00
CA-1198,YUL,DXB,Sunday,14:00,292,1438.00
TB-6877,ORD,DFW,Thursday,4:15,292,180.00
VA-7101,DFW,PEK,Sunday,18:00,174,993.00
TB-7999,PEK,YYC,Monday,20:00,174,1014.00
TB-7089,YWG,FRA,Saturday,18:15,174,1139.00
VA-1089,YWG,CDG,Sunday,16:45,255,1010.00
VA-3475,YYZ,YVR,Sunday,3:45,50,321.00
VA-8106,PEK,CDG,Friday,16:00,169,1323.00
VA-9939,PEK,LHR,Wednesday,19:15,255,816.00
VA-1224,YEG,LHR,Monday,10:45,255,995.00
TB-8172,LHR,YEG,Tuesday,16:30,255,1101.00
VA-3174,LHR,YUL,Friday,17:00,255,770.00
CA-4754,DEL,HKG,Sunday,1:15,292,181.00
OA-6227,HKG,DFW,Friday,17:45,255,714.00
TB-3285,YVR,YYC,Saturday,22:45,78,230.00
CA-7970,FRA,DXB,Friday,21:45,292,334.00
VA-9877,DFW,LHR,Friday,15:30,292,2064.00
VA-9633,YYC,YVR,Sunday,10:00,78,183.00
CA-3011,YYC,LHR,Wednesday,3:45,255,905.00
CA-5193,YYZ,DEL,Friday,4:15,292,978.00
VA-2133,HKG,HND,Friday,21:30,169,524.00
TB-7912,ORD,YOW,Tuesday,20:45,255,664.00
OA-4189,AMS,HND,Tuesday,3:15,169,971.00
CA-1428,FRA,HND,Friday,15:45,169,1081.00
OA-5036,DXB,AMS,Monday,18:30,292,722.00
VA-6321,FRA,DEL,Sunday,13:15,169,489.00
VA-5722,YWG,HND,Friday,14:30,292,1083.00
VA-7171,YWG,YOW,Thursday,10:15,76,399.00
VA-2281,ORD,YEG,Sunday,3:15,169,456.00
TB-9637,DFW,YYZ,Wednesday,20:00,174,369.00
CA-5559,YEG,HKG,Wednesday,17:00,169,1208.00
TB-1811,ATL,YOW,Thursday,8:45,292,290.00
OA-2999,ORD,HKG,Wednesday,12:00,255,1113.00
OA-1908,HKG,ATL,Sunday,12:30,169,1689.00
TB-2789,YVR,PEK,Monday,8:15,174,1086.00
CA-58L5,YYC,YWG,Saturday,4:30,50,500.00
OA-3619,YEG,PVG,Tuesday,18:15,292,820.00
OA-6824,YYZ,YEG,Friday,6:00,76,366.00
CA-3290,YYC,YVR,Friday,10:00,78,183.00
OA-5976,YOW,YYZ,Tuesday,16:45,50,90.00
CA-9449,YUL,FRA,Sunday,1:15,169,741.00
OA-6241,YYC,CDG,Tuesday,10:30,174,1013.00
OA-1253,ORD,YYZ,Thursday,7:00,292,111.00
OA-5593,YYZ,DXB,Saturday,17:15,255,1097.00
CA-8361,CDG,YVR,Sunday,3:15,174,1385.00
TB-7102,YWG,YUL,Sunday,20:00,78,468.00
TB-5657,DXB,ATL,Sunday,10:00,174,1068.00
VA-8700,DXB,FRA,Tuesday,11:00,255,503.00
VA-4598,DFW,ORD,Saturday,22:15,292,136.00
OA-4219,HKG,AMS,Friday,2:15,169,900.00
CA-8550,DFW,YOW,Saturday,21:30,255,490.00
CA-2127,ATL,YVR,Tuesday,15:15,255,341.00
OA-1298,PVG,FRA,Thursday,21:30,174,2756.00
CA-7938,ORD,YVR,Saturday,11:30,169,400.00
VA-6185,CDG,ATL,Sunday,16:00,169,954.00
OA-1399,YYC,PVG,Saturday,17:30,174,1105.00
VA-8651,YWG,YUL,Thursday,20:00,78,468.00
TB-6367,YOW,CDG,Wednesday,9:45,292,1060.00
CA-3611,PEK,HND,Thursday,21:00,169,443.00
TB-8714,PVG,YYZ,Friday,9:00,169,1033.00
OA-8529,ATL,YWG,Monday,14:00,255,590.00
CA-1500,YYZ,HND,Wednesday,9:15,292,1050.00
VA-6656,YWG,YYC,Monday,10:00,78,200.00
OA-8329,PEK,ATL,Friday,22:00,169,1534.00
OA-4465,YYZ,ATL,Friday,0:15,255,675.00
CA-1759,DFW,ORD,Monday,22:15,292,136.00
VA-5491,HND,PEK,Monday,10:15,292,746.00
CA-8777,HND,HKG,Tuesday,19:45,255,386.00
OA-9428,YVR,AMS,Friday,20:30,174,886.00
VA-7379,YVR,HKG,Friday,7:30,255,670.00
TB-8988,FRA,ATL,Thursday,1:45,169,719.00
TB-2991,DXB,LHR,Wednesday,23:15,169,726.00
VA-4353,ORD,HND,Friday,0:45,169,1113.00
OA-9866,DEL,AMS,Tuesday,8:15,169,568.00
TB-9252,DFW,DXB,Wednesday,4:15,169,898.00
TB-8436,AMS,DFW,Thursday,2:00,255,773.00
OA-9352,ORD,YEG,Tuesday,3:15,169,456.00
CA-1954,YUL,CDG,Thursday,16:30,169,788.00
CA-3242,FRA,AMS,Thursday,1:45,255,159.00
OA-3305,ORD,YEG,Saturday,3:15,169,456.00
OA-9199,ATL,YOW,Saturday,8:45,292,290.00
CA-9712,YVR,LHR,Thursday,16:30,174,899.00
OA-2452,PVG,FRA,Friday,21:30,174,2756.00
TB-7720,HKG,PEK,Tuesday,13:30,255,580.00
TB-1027,ATL,FRA,Sunday,12:00,169,1444.00
VA-8102,FRA,DEL,Thursday,13:15,169,489.00
TB-4252,PVG,CDG,Sunday,5:00,255,510.00
OA-7683,DFW,ATL,Wednesday,7:30,169,197.00
CA-8183,FRA,YEG,Friday,2:15,292,686.00
CA-3711,YEG,YVR,Wednesday,6:30,76,191.00
CA-3899,PEK,AMS,Friday,21:15,255,924.00
CA-4239,YYZ,YYC,Wednesday,2:45,50,307.00
VA-3317,DEL,YEG,Monday,11:00,255,848.00
VA-5336,ORD,LHR,Sunday,1:00,292,1151.00
OA-8965,YEG,YOW,Wednesday,1:15,78,623.00
VA-7394,YEG,AMS,Wednesday,5:00,174,1193.00
OA-2724,YEG,YVR,Thursday,6:30,76,191.00
CA-8086,HKG,ATL,Saturday,12:30,169,1689.00
VA-4473,ATL,CDG,Friday,18:00,169,848.00
OA-5174,DXB,AMS,Tuesday,18:30,292,722.00
TB-2572,ATL,YEG,Sunday,3:30,255,429.00
TB-1119,PVG,DFW,Tuesday,8:00,255,849.00
VA-9242,YWG,YVR,Wednesday,14:45,50,336.00
OA-2609,YOW,DEL,Friday,7:45,169,1251.00
OA-4537,YOW,YWG,Sunday,11:30,78,316.00
CA-7690,YVR,YOW,Thursday,4:30,50,404.00
VA-5511,HND,DEL,Wednesday,22:15,169,425.00
OA-4871,YEG,YUL,Tuesday,10:30,120,557.00
OA-4977,HKG,DFW,Tuesday,17:45,255,714.00
CA-7703,YYZ,YEG,Tuesday,6:00,76,366.00
TB-8450,DEL,LHR,Friday,13:15,174,861.00
TB-2688,YYC,LHR,Tuesday,3:45,255,905.00
CA-5122,ORD,PEK,Sunday,22:30,255,958.00
TB-8424,YVR,ATL,Tuesday,17:30,169,335.00
VA-4057,YOW,DXB,Monday,5:15,255,1449.00
OA-8909,YUL,HKG,Thursday,15:30,169,1220.00
VA-5742,YOW,YYC,Monday,21:45,50,394.00
VA-2199,YWG,HKG,Sunday,7:15,174,1253.00
TB-9120,YWG,ORD,Sunday,1:30,292,474.00
TB-2238,DFW,HND,Tuesday,20:30,255,1737.00
TB-5676,YUL,DXB,Thursday,14:00,292,1438.00
TB-4106,HND,DEL,Friday,22:15,169,425.00
OA-8722,YWG,YVR,Thursday,14:45,50,336.00
CA-7141,PVG,HKG,Friday,12:30,292,325.00
OA-5514,ATL,DFW,Tuesday,8:15,255,143.00
VA-4091,YYZ,CDG,Sunday,0:15,292,683.00
OA-2472,YVR,YOW,Sunday,4:30,50,404.00
CA-6176,YUL,LHR,Monday,23:30,292,802.00
CA-9706,YVR,YUL,Friday,20:00,78,402.00
CA-6987,AMS,YYC,Monday,7:15,292,1884.00
VA-1945,YUL,FRA,Tuesday,1:15,169,741.00
CA-1487,FRA,HND,Tuesday,15:45,169,1081.00
OA-7414,YVR,DFW,Wednesday,19:30,174,357.00
OA-2095,ORD,ATL,Sunday,12:15,255,128.00
CA-7143,YEG,YYZ,Saturday,3:00,78,198.00
OA-7727,LHR,HND,Saturday,6:15,255,854.00
CA-4706,YYC,DFW,Tuesday,21:00,169,328.00
CA-7654,YUL,YEG,Friday,2:30,120,518.00
TB-6161,YYZ,HKG,Wednesday,11:00,169,959.00
VA-6351,YWG,YYZ,Wednesday,0:00,120,175.00
CA-3568,YVR,PEK,Wednesday,8:15,174,1086.00
VA-9738,DXB,DEL,Wednesday,10:45,292,274.00
CA-3223,YVR,PEK,Saturday,8:15,174,1086.00
VA-2718,FRA,YYZ,Friday,12:45,255,503.00
CA-8242,DXB,YYZ,Monday,23:30,174,1263.00
T8-809R,YYC,YVR,Monday,10:00,78,183.00
VA-4770,YEG,HKG,Tuesday,17:00,169,1208.00
OA-7209,ATL,YWG,Thursday,14:00,255,590.00
OA-7261,LHR,YEG,Saturday,16:30,255,1101.00
VA-9284,YYC,LHR,Friday,3:45,255,905.00
OA-5546,ORD,DXB,Tuesday,20:45,292,1033.00
OA-1501,YUL,YVR,Thursday,18:30,120,380.00
VA-8419,ORD,YWG,Wednesday,22:45,174,470.00
TB-8254,YOW,PVG,Friday,19:15,169,1327.00
OA-4779,YEG,HKG,Friday,17:00,169,1208.00
CA-1196,YUL,DFW,Sunday,5:45,169,449.00
TB-6781,YVR,YYC,Monday,22:45,78,230.00
VA-9995,ATL,YYC,Thursday,16:15,292,405.00
VA-7575,YEG,ATL,Saturday,17:15,292,640.00
OA-2113,FRA,LHR,Saturday,15:45,169,163.00
VA-7757,LHR,ATL,Monday,5:15,292,396.00
OA-9647,DXB,YYZ,Thursday,23:30,174,1263.00
OA-3784,PEK,PVG,Friday,0:30,169,472.00
TB-3839,YYC,PEK,Saturday,16:15,174,1170.00
VA-4264,YUL,HND,Sunday,15:15,174,1307.00
TB-6695,PVG,AMS,Wednesday,22:00,255,945.00
VA-1263,YYZ,YYC,Saturday,2:45,50,307.00
TB-9013,HKG,YUL,Monday,9:30,292,822.00
VA-9001,YVR,AMS,Wednesday,20:30,174,886.00
CA-3312,LHR,FRA,Monday,21:45,292,119.00
TB-8443,AMS,YEG,Saturday,12:15,292,2002.00
TB-8644,LHR,ORD,Monday,17:30,255,747.00
TB-2198,ATL,PVG,Tuesday,13:45,169,907.00
OA-9705,YOW,PVG,Tuesday,19:15,169,1327.00
TB-9299,ORD,PEK,Saturday,22:30,255,958.00
VA-4928,YEG,YVR,Tuesday,6:30,76,191.00
VA-7794,YEG,ATL,Wednesday,17:15,292,640.00
VA-4319,AMS,ORD,Saturday,20:00,255,1185.00
OA-2631,YUL,DXB,Friday,14:00,292,1438.00
OA-4633,DXB,YYC,Tuesday,13:30,255,1134.00
TB-9597,PVG,DFW,Sunday,8:00,255,849.00
VA-7136,ORD,ATL,Tuesday,12:15,255,128.00
OA-7500,AMS,LHR,Sunday,6:15,292,169.00
TB-1925,YYZ,YVR,Monday,3:45,50,321.00
VA-5039,ATL,PEK,Friday,20:45,169,768.00
OA-7563,YYZ,LHR,Wednesday,6:15,292,709.00
TB-7637,PEK,DFW,Wednesday,14:00,169,1373.00
OA-4032,HKG,FRA,Saturday,0:00,174,867.00
CA-1609,YEG,YYC,Tuesday,11:45,120,164.00
CA-1036,AMS,PVG,Thursday,19:45,169,934.00
CA-8580,ATL,HKG,Wednesday,15:45,174,1203.00
TB-2606,LHR,PEK,Sunday,20:30,174,1009.00
CA-2670,AMS,PVG,Friday,19:45,169,934.00
8A-7130,YYC,YEG,Wednesday,7:45,78,270.00
TB-9752,DXB,HKG,Monday,6:00,292,1072.00
VA-1979,YOW,YVR,Sunday,18:00,78,443.00
OA-2315,DEL,YYZ,Thursday,21:30,174,786.00
CA-1510,YUL,YEG,Saturday,2:30,120,518.00
VA-4582,YVR,YYC,Sunday,22:45,78,230.00
TB-8465,YOW,FRA,Thursday,6:30,174,1066.00
TB-1370,YVR,YEG,Sunday,2:30,50,218.00
TB-8094,YEG,YOW,Tuesday,1:15,78,623.00
TB-9719,YYZ,PVG,Saturday,9:30,292,964.00
OA-2004,PVG,ATL,Friday,20:15,255,1209.00
VA-2793,YEG,FRA,Friday,9:15,255,1252.00
C4-1913,YYC,YUL,Thursday,1:15,78,371.00
OA-9734,YVR,PVG,Thursday,11:30,292,645.00
VA-6619,AMS,PEK,Wednesday,5:30,169,743.00
CA-7577,YYZ,YYC,Tuesday,2:45,50,307.00
CA-4094,HND,PVG,Sunday,23:00,292,1029.00
TB-5712,YVR,YUL,Monday,20:00,78,402.00
VA-2499,DEL,LHR,Thursday,13:15,174,861.00
TB-5465,YUL,YEG,Tuesday,2:30,120,518.00
VA-7792,HKG,YVR,Friday,6:30,169,978.00
OA-7190,YEG,YWG,Monday,11:45,78,194.00
CA-7567,FRA,YYC,Thursday,23:30,174,1210.00
VA-3103,FRA,LHR,Wednesday,15:45,169,163.00
CA-5910,YWG,YEG,Monday,18:15,50,442.00
VA-4237,YWG,ATL,Saturday,10:45,255,857.00
VA-9238,YYZ,DFW,Monday,11:45,292,525.00
TB-9816,DEL,YUL,Friday,22:15,169,1285.00
VA-9462,DEL,YUL,Thursday,22:15,169,1285.00
VA-4935,YWG,FRA,Wednesday,18:15,174,1139.00
VA-2821,DEL,YOW,Monday,23:30,292,1308.00
OA-4491,DEL,AMS,Sunday,8:15,169,568.00
OA-5102,YOW,YWG,Thursday,11:30,78,316.00
OA-7145,DFW,YYC,Sunday,5:45,174,305.00
TB-4883,YOW,DEL,Wednesday,7:45,169,1251.00
OA-4518,HND,ATL,Wednesday,0:45,174,1429.00
CA-1584,YWG,DEL,Tuesday,22:15,292,1551.00
VA-4619,LHR,ORD,Friday,17:30,255,747.00
OA-6564,YVR,CDG,Sunday,3:45,255,906.00
CA-9964,YEG,HND,Monday,4:00,169,1245.00
VA-7445,AMS,YVR,Saturday,13:30,174,890.00
VA-5781,PVG,ORD,Thursday,19:45,255,1600.00
8A-9039,YYC,YEG,Sunday,7:45,78,270.00
TB-9387,YYZ,YYC,Thursday,2:45,50,307.00
OA-1085,ATL,YYZ,Monday,14:30,292,337.00
CA-6964,HKG,FRA,Thursday,0:00,174,867.00
OA-3165,AMS,YVR,Friday,13:30,174,890.00
TB-3651,ORD,HND,Monday,0:45,169,1113.00
CA-3261,YOW,DEL,Sunday,7:45,169,1251.00
VA-3327,YWG,LHR,Saturday,8:45,169,1331.00
OA-5679,FRA,DXB,Monday,21:45,292,334.00
CA-8305,DFW,HKG,Monday,22:45,174,966.00
CA-4063,AMS,YEG,Wednesday,12:15,292,2002.00
CA-9007,AMS,DEL,Sunday,1:00,292,962.00
CA-5749,YUL,AMS,Saturday,0:15,255,813.00
VA-8484,YEG,AMS,Sunday,5:00,174,1193.00
TB-4831,DEL,YEG,Saturday,11:00,255,848.00
OA-9984,ATL,HND,Friday,13:30,292,1257.00
CA-5063,YWG,PEK,Sunday,19:15,255,962.00
OA-2134,DXB,DFW,Wednesday,5:45,174,774.00
TB-2822,YYC,DXB,Tuesday,19:00,292,1329.00
OA-7746,YVR,HKG,Saturday,7:30,255,670.00
CA-3447,AMS,FRA,Tuesday,14:30,255,170.00
OA-2411,YOW,DFW,Wednesday,11:15,255,816.00
VA-9316,LHR,HND,Wednesday,6:15,255,854.00
CA-8354,LHR,YUL,Tuesday,17:00,255,770.00
OA-6450,ORD,CDG,Friday,7:30,174,1055.00
CA-1842,LHR,AMS,Friday,4:00,255,109.00
VA-3714,PVG,AMS,Tuesday,22:00,255,945.00
CA-5926,PVG,YUL,Monday,13:45,174,998.00
VA-8864,ORD,PEK,Monday,22:30,255,958.00
CA-8415,DFW,YVR,Tuesday,8:30,292,264.00
CA-6066,YYZ,CDG,Tuesday,0:15,292,683.00
TB-8091,ATL,PVG,Friday,13:45,169,907.00
CA-4709,YUL,YWG,Wednesday,3:45,78,265.00
VA-3084,YWG,YYC,Wednesday,10:00,78,200.00
TB-9273,YYZ,YUL,Sunday,0:30,76,218.00
TB-9809,ORD,AMS,Monday,22:30,255,1189.00
TB-6284,HND,ATL,Saturday,0:45,174,1429.00
OA-5982,DFW,YWG,Wednesday,2:15,255,916.00
VA-6922,DFW,YOW,Wednesday,21:30,255,490.00
VA-1496,DXB,FRA,Thursday,11:00,255,503.00
OA-5475,YUL,DEL,Monday,20:45,255,896.00
OA-1291,YYZ,YEG,Thursday,6:00,76,366.00
VA-7743,PVG,HKG,Sunday,12:30,292,325.00
VA-7255,LHR,PEK,Friday,20:30,174,1009.00
OA-2761,ATL,DEL,Saturday,7:00,174,1283.00
OA-1478,DXB,YEG,Monday,8:00,174,1267.00
VA-2194,LHR,PVG,Saturday,16:00,292,510.00
VA-7657,DFW,LHR,Sunday,15:30,292,2064.00
VA-5604,ORD,PVG,Tuesday,22:00,169,851.00
VA-7667,FRA,PEK,Sunday,12:00,169,474.00
VA-7321,LHR,YOW,Wednesday,2:45,292,699.00
VA-2650,PEK,YYZ,Sunday,3:30,169,776.00
OA-8125,FRA,PVG,Friday,17:15,174,495.00
TB-4235,CDG,AMS,Friday,11:45,174,303.00
VA-5194,YWG,ATL,Sunday,10:45,255,857.00
CA-4784,AMS,DXB,Friday,2:15,255,553.00
VA-7822,AMS,FRA,Friday,14:30,255,170.00
VA-3584,ATL,FRA,Saturday,12:00,169,1444.00
CA-2905,YUL,YVR,Saturday,18:30,120,380.00
OA-6979,PEK,PVG,Tuesday,0:30,169,472.00
VA-8306,DEL,CDG,Monday,8:30,255,421.00
CA-2283,DFW,YOW,Monday,21:30,255,490.00
CA-7920,PEK,YVR,Saturday,18:45,169,4710.00
VA-8036,YOW,YWG,Monday,11:30,78,316.00
TB-9116,YOW,DFW,Monday,11:15,255,816.00
OA-9394,DFW,YWG,Sunday,2:15,255,916.00
VA-3106,YOW,AMS,Friday,17:45,292,751.00
TB-3202,AMS,HND,Monday,3:15,169,971.00
OA-8402,ATL,YVR,Sunday,15:15,255,341.00
OA-7847,DXB,PEK,Wednesday,19:45,292,416.00
TB-9042,DEL,HKG,Monday,1:15,292,181.00
CA-8605,YYZ,FRA,Wednesday,10:15,292,882.00
TB-9109,YYZ,ORD,Thursday,1:30,255,268.00
TB-8244,HKG,YYZ,Sunday,11:30,292,798.00
CA-5681,YWG,YYC,Thursday,10:00,78,200.00
VA-2107,DXB,ORD,Saturday,8:30,255,1144.00
VA-9113,YYZ,AMS,Sunday,18:00,292,1029.00
OA-6444,YOW,HKG,Tuesday,4:30,292,968.00
CA-2212,YUL,YYZ,Thursday,11:30,120,100.00
CA-8156,ATL,HKG,Thursday,15:45,174,1203.00
TB-1562,YEG,DXB,Friday,12:45,292,1287.00
CA-9349,YYC,HND,Saturday,4:45,292,1301.00
TB-5045,AMS,YYZ,Friday,17:45,169,819.00
CA-9111,ATL,PEK,Thursday,20:45,169,768.00
TB-5187,YVR,YOW,Wednesday,4:30,50,404.00
VA-4092,YWG,YVR,Sunday,14:45,50,336.00
TB-8517,PEK,AMS,Sunday,21:15,255,924.00
TB-5456,ORD,DEL,Tuesday,2:15,255,1197.00
CA-3678,YOW,YEG,Tuesday,9:45,120,799.00
OA-5381,YUL,ATL,Saturday,19:45,169,437.00
TB-7074,DXB,YVR,Thursday,6:30,255,981.00
TB-3788,YWG,DFW,Wednesday,15:00,292,823.00
VA-3973,YUL,YYC,Monday,20:30,78,435.00
OA-1111,LHR,CDG,Wednesday,16:00,174,166.00
TB-3226,PEK,FRA,Friday,6:15,169,635.00
TB-5835,YYC,PVG,Friday,17:30,174,1105.00
